Month,Numerator,Population,Jurisdiction,Estimate,Age_group_label,Legend,Child_or_adult
AUG,0,351878,Indiana,0,9-12 years,"2023-24, Indiana: 9-12 years",Child
AUG,0,352593,South Dakota,0,18-49 years,"2023-24, South Dakota: 18-49 years",Adult
AUG,0,360714,New York City,0,9-12 years,"2023-24, New York City: 9-12 years",Child
AUG,0,361410,Pennsylvania (excluding Philadelphia County),0,2-4 years,"2023-24, Pennsylvania (excluding Philadelphia County): 2-4 years",Child
AUG,0,364081,West Virginia,0,50-64 years,"2023-24, West Virginia: 50-64 years",Adult
AUG,0,365609,Colorado,0,13-17 years,"2023-24, Colorado: 13-17 years",Child
AUG,0,366688,Arizona,0,5-8 years,"2023-24, Arizona: 5-8 years",Child
AUG,0,369112,North Carolina,0,2-4 years,"2023-24, North Carolina: 2-4 years",Child
AUG,0,370797,Wisconsin,0,13-17 years,"2023-24, Wisconsin: 13-17 years",Child
AUG,0,371308,Minnesota,0,13-17 years,"2023-24, Minnesota: 13-17 years",Child
AUG,0,373569,West Virginia,0,65+ years,"2023-24, West Virginia: 65+ years",Adult
AUG,0,375524,Arizona,0,9-12 years,"2023-24, Arizona: 9-12 years",Child
AUG,0,383258,Delaware,0,18-49 years,"2023-24, Delaware: 18-49 years",Adult
AUG,0,385957,New York City,0,5-8 years,"2023-24, New York City: 5-8 years",Child
AUG,0,386838,New Mexico,0,50-64 years,"2023-24, New Mexico: 50-64 years",Adult
AUG,0,396292,Georgia,0,2-4 years,"2023-24, Georgia: 2-4 years",Child
AUG,0,430356,Montana,0,18-49 years,"2023-24, Montana: 18-49 years",Adult
AUG,0,436260,New York City,0,13-17 years,"2023-24, New York City: 13-17 years",Child
AUG,0,449237,Wyoming,0,18+ years,"2023-24, Wyoming: 18+ years",Adult
AUG,0,451792,Indiana,0,13-17 years,"2023-24, Indiana: 13-17 years",Child
AUG,0,467559,Michigan,0,5-8 years,"2023-24, Michigan: 5-8 years",Child
AUG,0,475421,Michigan,0,9-12 years,"2023-24, Michigan: 9-12 years",Child
AUG,0,479456,Arizona,0,13-17 years,"2023-24, Arizona: 13-17 years",Child
AUG,0,504671,North Carolina,0,5-8 years,"2023-24, North Carolina: 5-8 years",Child
AUG,0,507668,Maine,0,18-49 years,"2023-24, Maine: 18-49 years",Adult
AUG,0,514913,New York (excluding New York City),0,9-12 years,"2023-24, New York (excluding New York City): 9-12 years",Child
AUG,0,515686,Pennsylvania (excluding Philadelphia County),0,9-12 years,"2023-24, Pennsylvania (excluding Philadelphia County): 9-12 years",Child
AUG,0,523493,North Carolina,0,9-12 years,"2023-24, North Carolina: 9-12 years",Child
AUG,0,547437,Georgia,0,5-8 years,"2023-24, Georgia: 5-8 years",Child
AUG,0,552427,Alaska,0,18+ years,"2023-24, Alaska: 18+ years",Adult
AUG,0,569627,Ohio,0,5-8 years,"2023-24, Ohio: 5-8 years",Child
AUG,0,569907,Georgia,0,9-12 years,"2023-24, Georgia: 9-12 years",Child
AUG,0,572469,Ohio,0,9-12 years,"2023-24, Ohio: 9-12 years",Child
AUG,0,575908,Hawaii,0,18-49 years,"2023-24, Hawaii: 18-49 years",Adult
AUG,0,579166.5,Wyoming,0,Overall,"2023-24, Wyoming: Overall",All
AUG,0,583680,North Dakota,0,18+ years,"2023-24, North Dakota: 18+ years",Adult
AUG,0,587166,Nevada,0,50-64 years,"2023-24, Nevada: 50-64 years",Adult
AUG,0,593437,Iowa,0,50-64 years,"2023-24, Iowa: 50-64 years",Adult
AUG,0,624694,Michigan,0,13-17 years,"2023-24, Michigan: 13-17 years",Child
AUG,0,640160,Puerto Rico,0,50-64 years,"2023-24, Puerto Rico: 50-64 years",Adult
AUG,0,692623,Florida,0,2-4 years,"2023-24, Florida: 2-4 years",Child
AUG,0,697429,Puerto Rico,0,65+ years,"2023-24, Puerto Rico: 65+ years",Adult
AUG,0,707072,Iowa,0,6 months to 17 years,"2023-24, Iowa: 6 months to 17 years",Child
AUG,0,712915,Oklahoma,0,50-64 years,"2023-24, Oklahoma: 50-64 years",Adult
AUG,0,726305,Alaska,0,Overall,"2023-24, Alaska: Overall",All
AUG,0,742187,Ohio,0,13-17 years,"2023-24, Ohio: 13-17 years",Child
AUG,0,760079.5,North Dakota,0,Overall,"2023-24, North Dakota: Overall",All
AUG,0,763750,Louisiana,0,65+ years,"2023-24, Louisiana: 65+ years",Adult
AUG,0,850894,Montana,0,18+ years,"2023-24, Montana: 18+ years",Adult
AUG,0,873539,Louisiana,0,50-64 years,"2023-24, Louisiana: 50-64 years",Adult
AUG,0,874244,Alabama,0,65+ years,"2023-24, Alabama: 65+ years",Adult
AUG,0,941363,Florida,0,5-8 years,"2023-24, Florida: 5-8 years",Child
AUG,0,948841,Minnesota,0,65+ years,"2023-24, Minnesota: 65+ years",Adult
AUG,0,955019,Florida,0,9-12 years,"2023-24, Florida: 9-12 years",Child
AUG,0,962974,Alabama,0,50-64 years,"2023-24, Alabama: 50-64 years",Adult
AUG,0,1059160,Alabama,0,6 months to 17 years,"2023-24, Alabama: 6 months to 17 years",Child
AUG,0,1074894.5,Montana,0,Overall,"2023-24, Montana: Overall",All
AUG,0,1091861,Minnesota,0,50-64 years,"2023-24, Minnesota: 50-64 years",Adult
AUG,0,1101973,Maine,0,18+ years,"2023-24, Maine: 18+ years",Adult
AUG,0,1111188,Hawaii,0,18+ years,"2023-24, Hawaii: 18+ years",Adult
AUG,0,1184308,Wisconsin,0,50-64 years,"2023-24, Wisconsin: 50-64 years",Adult
AUG,0,1190710,Missouri,0,50-64 years,"2023-24, Missouri: 50-64 years",Adult
AUG,0,1212056,Mississippi,0,18-49 years,"2023-24, Mississippi: 18-49 years",Adult
AUG,0,1219345,Florida,0,13-17 years,"2023-24, Florida: 13-17 years",Child
AUG,0,1268024,Minnesota,0,6 months to 17 years,"2023-24, Minnesota: 6 months to 17 years",Child
AUG,0,1278429,Iowa,0,18-49 years,"2023-24, Iowa: 18-49 years",Adult
AUG,0,1308751,New York City,0,65+ years,"2023-24, New York City: 65+ years",Adult
AUG,0,1335281,Tennessee,0,50-64 years,"2023-24, Tennessee: 50-64 years",Adult
AUG,0,1344005,Maine,0,Overall,"2023-24, Maine: Overall",All
AUG,0,1398884,Hawaii,0,Overall,"2023-24, Hawaii: Overall",All
AUG,0,1473455.5,Tennessee,0,6 months to 17 years,"2023-24, Tennessee: 6 months to 17 years",Child
AUG,0,1478793,Utah,0,18-49 years,"2023-24, Utah: 18-49 years",Adult
AUG,0,1498072,New York City,0,50-64 years,"2023-24, New York City: 50-64 years",Adult
AUG,0,1640786,New York City,0,6 months to 17 years,"2023-24, New York City: 6 months to 17 years",Child
AUG,0,1812441,Michigan,0,65+ years,"2023-24, Michigan: 65+ years",Adult
AUG,0,1829101,Kentucky,0,18-49 years,"2023-24, Kentucky: 18-49 years",Adult
AUG,0,1997031,Alabama,0,18-49 years,"2023-24, Alabama: 18-49 years",Adult
AUG,0,2020773,Michigan,0,50-64 years,"2023-24, Michigan: 50-64 years",Adult
AUG,0,2072888.5,Michigan,0,6 months to 17 years,"2023-24, Michigan: 6 months to 17 years",Child
AUG,0,2315421,Minnesota,0,18-49 years,"2023-24, Minnesota: 18-49 years",Adult
AUG,0,2341888,Wisconsin,0,18-49 years,"2023-24, Wisconsin: 18-49 years",Adult
AUG,0,2857609,Tennessee,0,18-49 years,"2023-24, Tennessee: 18-49 years",Adult
AUG,0,3752487,New York City,0,18-49 years,"2023-24, New York City: 18-49 years",Adult
AUG,0,4006528,Michigan,0,18-49 years,"2023-24, Michigan: 18-49 years",Adult
AUG,0,4140953,Florida,0,6 months to 17 years,"2023-24, Florida: 6 months to 17 years",Child
AUG,0,4311636,Florida,0,50-64 years,"2023-24, Florida: 50-64 years",Adult
AUG,0,4356123,Minnesota,0,18+ years,"2023-24, Minnesota: 18+ years",Adult
AUG,0,4619939,Georgia,0,18-49 years,"2023-24, Georgia: 18-49 years",Adult
AUG,0,4638094,Florida,0,65+ years,"2023-24, Florida: 65+ years",Adult
AUG,0,4712462,Ohio,0,18-49 years,"2023-24, Ohio: 18-49 years",Adult
AUG,0,5373433,Tennessee,0,18+ years,"2023-24, Tennessee: 18+ years",Adult
AUG,0,5624147,Minnesota,0,Overall,"2023-24, Minnesota: Overall",All
AUG,0,6559310,New York City,0,18+ years,"2023-24, New York City: 18+ years",Adult
AUG,0,6846888.5,Tennessee,0,Overall,"2023-24, Tennessee: Overall",All
AUG,0,7839742,Michigan,0,18+ years,"2023-24, Michigan: 18+ years",Adult
AUG,0,8200096,New York City,0,Overall,"2023-24, New York City: Overall",All
AUG,0,8532850,Florida,0,18-49 years,"2023-24, Florida: 18-49 years",Adult
AUG,0,9912630.5,Michigan,0,Overall,"2023-24, Michigan: Overall",All
AUG,0,17482580,Florida,0,18+ years,"2023-24, Florida: 18+ years",Adult
AUG,0,21623533,Florida,0,Overall,"2023-24, Florida: Overall",All
AUG,1,15908.5,Delaware,0.0001,6-23 months,"2023-24, Delaware: 6-23 months",Child
AUG,1,17706,South Dakota,0.0001,6-23 months,"2023-24, South Dakota: 6-23 months",Child
AUG,1,34451,New Mexico,0,6-23 months,"2023-24, New Mexico: 6-23 months",Child
AUG,1,49273,South Dakota,0,5-8 years,"2023-24, South Dakota: 5-8 years",Child
AUG,1,58703,Delaware,0,13-17 years,"2023-24, Delaware: 13-17 years",Child
AUG,1,108572.5,Missouri,9.2104e-06,6-23 months,"2023-24, Missouri: 6-23 months",Child
AUG,1,109896,New Mexico,9.0995e-06,9-12 years,"2023-24, New Mexico: 9-12 years",Child
AUG,1,120410.5,Tennessee,8.3049e-06,6-23 months,"2023-24, Tennessee: 6-23 months",Child
AUG,1,121631,Indiana,8.2216e-06,6-23 months,"2023-24, Indiana: 6-23 months",Child
AUG,1,123698.5,Arizona,8.0841e-06,6-23 months,"2023-24, Arizona: 6-23 months",Child
AUG,1,128594,Vermont,7.7764e-06,65+ years,"2023-24, Vermont: 65+ years",Adult
AUG,1,136345,Puerto Rico,7.3343e-06,9-12 years,"2023-24, Puerto Rico: 9-12 years",Child
AUG,1,155213,Nevada,6.4428e-06,5-8 years,"2023-24, Nevada: 5-8 years",Child
AUG,1,157177,South Dakota,6.3623e-06,65+ years,"2023-24, South Dakota: 65+ years",Adult
AUG,1,164468,South Dakota,6.0802e-06,50-64 years,"2023-24, South Dakota: 50-64 years",Adult
AUG,1,198442,Colorado,5.0393e-06,2-4 years,"2023-24, Colorado: 2-4 years",Child
AUG,1,201301,Delaware,4.9677e-06,50-64 years,"2023-24, Delaware: 50-64 years",Adult
AUG,1,203909,Mississippi,4.9041e-06,13-17 years,"2023-24, Mississippi: 13-17 years",Child
AUG,1,213250,Utah,4.6893e-06,9-12 years,"2023-24, Utah: 9-12 years",Child
AUG,1,223108,Kentucky,4.4821e-06,9-12 years,"2023-24, Kentucky: 9-12 years",Child
AUG,1,223181,Missouri,4.4807e-06,2-4 years,"2023-24, Missouri: 2-4 years",Child
AUG,1,253562,Indiana,3.9438e-06,2-4 years,"2023-24, Indiana: 2-4 years",Child
AUG,1,268337,Utah,3.7267e-06,13-17 years,"2023-24, Utah: 13-17 years",Child
AUG,1,275092,Wisconsin,3.6351e-06,5-8 years,"2023-24, Wisconsin: 5-8 years",Child
AUG,1,347351,Indiana,2.8789e-06,5-8 years,"2023-24, Indiana: 5-8 years",Child
AUG,1,387986,District of Columbia,2.5774e-06,18-49 years,"2023-24, District of Columbia: 18-49 years",Adult
AUG,1,417969,Ohio,2.3925e-06,2-4 years,"2023-24, Ohio: 2-4 years",Child
AUG,1,460217,Utah,2.1729e-06,50-64 years,"2023-24, Utah: 50-64 years",Adult
AUG,1,499955,Mississippi,2.0002e-06,65+ years,"2023-24, Mississippi: 65+ years",Adult
AUG,1,500397,Pennsylvania (excluding Philadelphia County),1.9984e-06,5-8 years,"2023-24, Pennsylvania (excluding Philadelphia County): 5-8 years",Child
AUG,1,510181,Vermont,1.9601e-06,18+ years,"2023-24, Vermont: 18+ years",Adult
AUG,1,519316,Nevada,1.9256e-06,65+ years,"2023-24, Nevada: 65+ years",Adult
AUG,1,561642,Mississippi,1.7805e-06,50-64 years,"2023-24, Mississippi: 50-64 years",Adult
AUG,1,583228,District of Columbia,1.7146e-06,18+ years,"2023-24, District of Columbia: 18+ years",Adult
AUG,1,620682,Vermont,1.6111e-06,Overall,"2023-24, Vermont: Overall",All
AUG,1,653159,Oklahoma,1.531e-06,65+ years,"2023-24, Oklahoma: 65+ years",Adult
AUG,1,671415,North Carolina,1.4894e-06,13-17 years,"2023-24, North Carolina: 13-17 years",Child
AUG,1,672299,California,1.4874e-06,6-23 months,"2023-24, California: 6-23 months",Child
AUG,1,675423.5,Mississippi,1.4806e-06,6 months to 17 years,"2023-24, Mississippi: 6 months to 17 years",Child
AUG,1,679728,Nevada,1.4712e-06,6 months to 17 years,"2023-24, Nevada: 6 months to 17 years",Child
AUG,1,690870,West Virginia,1.4475e-06,18-49 years,"2023-24, West Virginia: 18-49 years",Adult
AUG,1,735062,Georgia,1.3604e-06,13-17 years,"2023-24, Georgia: 13-17 years",Child
AUG,1,742696,Philadelphia,1.3464e-06,18-49 years,"2023-24, Philadelphia: 18-49 years",Adult
AUG,1,758237,Connecticut,1.3188e-06,50-64 years,"2023-24, Connecticut: 50-64 years",Adult
AUG,1,782153,Delaware,1.2785e-06,18+ years,"2023-24, Delaware: 18+ years",Adult
AUG,1,1047935,Wisconsin,9.5426e-07,65+ years,"2023-24, Wisconsin: 65+ years",Adult
AUG,1,1227144.5,Wisconsin,8.149e-07,6 months to 17 years,"2023-24, Wisconsin: 6 months to 17 years",Child
AUG,1,1278598,Indiana,7.8211e-07,50-64 years,"2023-24, Indiana: 50-64 years",Adult
AUG,1,1286583,Puerto Rico,7.7725e-07,18-49 years,"2023-24, Puerto Rico: 18-49 years",Adult
AUG,1,1321503,Arizona,7.5671e-07,50-64 years,"2023-24, Arizona: 50-64 years",Adult
AUG,1,1334197,Nevada,7.4951e-07,18-49 years,"2023-24, Nevada: 18-49 years",Adult
AUG,1,1415568,Washington,7.0643e-07,50-64 years,"2023-24, Washington: 50-64 years",Adult
AUG,1,1428520,West Virginia,7.0003e-07,18+ years,"2023-24, West Virginia: 18+ years",Adult
AUG,1,1605718.5,Arizona,6.2277e-07,6 months to 17 years,"2023-24, Arizona: 6 months to 17 years",Child
AUG,1,1776063.5,West Virginia,5.6304e-07,Overall,"2023-24, West Virginia: Overall",All
AUG,1,1926749,Louisiana,5.1901e-07,18-49 years,"2023-24, Louisiana: 18-49 years",Adult
AUG,1,1966287,California,5.0857e-07,5-8 years,"2023-24, California: 5-8 years",Child
AUG,1,2097638,Ohio,4.7673e-07,65+ years,"2023-24, Ohio: 65+ years",Adult
AUG,1,2247245.5,North Carolina,4.4499e-07,6 months to 17 years,"2023-24, North Carolina: 6 months to 17 years",Child
AUG,1,2314476,Ohio,4.3206e-07,50-64 years,"2023-24, Ohio: 50-64 years",Adult
AUG,1,2427133,Illinois,4.1201e-07,50-64 years,"2023-24, Illinois: 50-64 years",Adult
AUG,1,2502483,Ohio,3.996e-07,6 months to 17 years,"2023-24, Ohio: 6 months to 17 years",Child
AUG,1,2624172,Puerto Rico,3.8107e-07,18+ years,"2023-24, Puerto Rico: 18+ years",Adult
AUG,1,2794631,Indiana,3.5783e-07,18-49 years,"2023-24, Indiana: 18-49 years",Adult
AUG,1,3079500,Arizona,3.2473e-07,18-49 years,"2023-24, Arizona: 18-49 years",Adult
AUG,1,3564038,Louisiana,2.8058e-07,18+ years,"2023-24, Louisiana: 18+ years",Adult
AUG,1,3834249,Alabama,2.6081e-07,18+ years,"2023-24, Alabama: 18+ years",Adult
AUG,1,4574131,Wisconsin,2.1862e-07,18+ years,"2023-24, Wisconsin: 18+ years",Adult
AUG,1,4893409,Alabama,2.0436e-07,Overall,"2023-24, Alabama: Overall",All
AUG,1,8832618,New Jersey,1.1322e-07,Overall,"2023-24, New Jersey: Overall",All
AUG,2,26160,District of Columbia,0.0001,2-4 years,"2023-24, District of Columbia: 2-4 years",Child
AUG,2,104306,New Mexico,0,5-8 years,"2023-24, New Mexico: 5-8 years",Child
AUG,2,113842,Arkansas,0,2-4 years,"2023-24, Arkansas: 2-4 years",Child
AUG,2,124975.5,District of Columbia,0,6 months to 17 years,"2023-24, District of Columbia: 6 months to 17 years",Child
AUG,2,155373,Oklahoma,0,2-4 years,"2023-24, Oklahoma: 2-4 years",Child
AUG,2,157739,Arkansas,0,9-12 years,"2023-24, Arkansas: 9-12 years",Child
AUG,2,171599,Pennsylvania (excluding Philadelphia County),0,6-23 months,"2023-24, Pennsylvania (excluding Philadelphia County): 6-23 months",Child
AUG,2,181154,Louisiana,0,2-4 years,"2023-24, Louisiana: 2-4 years",Child
AUG,2,187055,Puerto Rico,0,13-17 years,"2023-24, Puerto Rico: 13-17 years",Child
AUG,2,188755.5,Georgia,0,6-23 months,"2023-24, Georgia: 6-23 months",Child
AUG,2,199407.5,Delaware,0,6 months to 17 years,"2023-24, Delaware: 6 months to 17 years",Child
AUG,2,201249,Arkansas,9.9379e-06,13-17 years,"2023-24, Arkansas: 13-17 years",Child
AUG,2,211177,Illinois,9.4707e-06,6-23 months,"2023-24, Illinois: 6-23 months",Child
AUG,2,215130,Oklahoma,9.2967e-06,5-8 years,"2023-24, Oklahoma: 5-8 years",Child
AUG,2,216150,Oklahoma,9.2528e-06,9-12 years,"2023-24, Oklahoma: 9-12 years",Child
AUG,2,276460,Washington,7.2343e-06,2-4 years,"2023-24, Washington: 2-4 years",Child
AUG,2,286150,Kentucky,6.9893e-06,13-17 years,"2023-24, Kentucky: 13-17 years",Child
AUG,2,302877,Missouri,6.6033e-06,5-8 years,"2023-24, Missouri: 5-8 years",Child
AUG,2,333492,Tennessee,5.9971e-06,5-8 years,"2023-24, Tennessee: 5-8 years",Child
AUG,2,393013,Missouri,5.0889e-06,13-17 years,"2023-24, Missouri: 13-17 years",Child
AUG,2,446316,Illinois,4.4811e-06,2-4 years,"2023-24, Illinois: 2-4 years",Child
AUG,2,503705,New York (excluding New York City),3.9706e-06,5-8 years,"2023-24, New York (excluding New York City): 5-8 years",Child
AUG,2,566136,Iowa,3.5327e-06,65+ years,"2023-24, Iowa: 65+ years",Adult
AUG,2,674238,South Dakota,2.9663e-06,18+ years,"2023-24, South Dakota: 18+ years",Adult
AUG,2,676599,Pennsylvania (excluding Philadelphia County),2.956e-06,13-17 years,"2023-24, Pennsylvania (excluding Philadelphia County): 13-17 years",Child
AUG,2,678480,New York (excluding New York City),2.9478e-06,13-17 years,"2023-24, New York (excluding New York City): 13-17 years",Child
AUG,2,857079,New Mexico,2.3335e-06,18-49 years,"2023-24, New Mexico: 18-49 years",Adult
AUG,2,1373975,Arizona,1.4556e-06,65+ years,"2023-24, Arizona: 65+ years",Adult
AUG,2,1414649,California,1.4138e-06,2-4 years,"2023-24, California: 2-4 years",Child
AUG,2,1433821,Connecticut,1.3949e-06,18-49 years,"2023-24, Connecticut: 18-49 years",Adult
AUG,2,1574667,Georgia,1.2701e-06,65+ years,"2023-24, Georgia: 65+ years",Adult
AUG,2,2015461,Georgia,9.9233e-07,50-64 years,"2023-24, Georgia: 50-64 years",Adult
AUG,2,2273653,Mississippi,8.7964e-07,18+ years,"2023-24, Mississippi: 18+ years",Adult
AUG,2,2438002,Iowa,8.2034e-07,18+ years,"2023-24, Iowa: 18+ years",Adult
AUG,2,2440679,Nevada,8.1944e-07,18+ years,"2023-24, Nevada: 18+ years",Adult
AUG,2,2499695,Missouri,8.001e-07,18-49 years,"2023-24, Missouri: 18-49 years",Adult
AUG,2,2522821,California,7.9276e-07,13-17 years,"2023-24, California: 13-17 years",Child
AUG,2,3145074,Iowa,6.3592e-07,Overall,"2023-24, Iowa: Overall",All
AUG,2,4423448,North Carolina,4.5214e-07,18-49 years,"2023-24, North Carolina: 18-49 years",Adult
AUG,2,5293195,Illinois,3.7784e-07,18-49 years,"2023-24, Illinois: 18-49 years",Adult
AUG,2,5801275.5,Wisconsin,3.4475e-07,Overall,"2023-24, Wisconsin: Overall",All
AUG,2,9124576,Ohio,2.1919e-07,18+ years,"2023-24, Ohio: 18+ years",Adult
AUG,3,71006.5,Utah,0,6-23 months,"2023-24, Utah: 6-23 months",Child
AUG,3,94603,Colorado,0,6-23 months,"2023-24, Colorado: 6-23 months",Child
AUG,3,139564,New Mexico,0,13-17 years,"2023-24, New Mexico: 13-17 years",Child
AUG,3,153657,Connecticut,0,5-8 years,"2023-24, Connecticut: 5-8 years",Child
AUG,3,154434,Arkansas,0,5-8 years,"2023-24, Arkansas: 5-8 years",Child
AUG,3,222285,Connecticut,0,13-17 years,"2023-24, Connecticut: 13-17 years",Child
AUG,3,241497,Louisiana,0,9-12 years,"2023-24, Louisiana: 9-12 years",Child
AUG,3,307961,Missouri,9.7415e-06,9-12 years,"2023-24, Missouri: 9-12 years",Child
AUG,3,553690.5,Puerto Rico,5.4182e-06,6 months to 17 years,"2023-24, Puerto Rico: 6 months to 17 years",Child
AUG,3,645996,Connecticut,4.644e-06,65+ years,"2023-24, Connecticut: 65+ years",Adult
AUG,3,708203.5,District of Columbia,4.2361e-06,Overall,"2023-24, District of Columbia: Overall",All
AUG,3,816314,Illinois,3.6751e-06,13-17 years,"2023-24, Illinois: 13-17 years",Child
AUG,3,875398,Kentucky,3.427e-06,50-64 years,"2023-24, Kentucky: 50-64 years",Adult
AUG,3,975661.5,Kentucky,3.0748e-06,6 months to 17 years,"2023-24, Kentucky: 6 months to 17 years",Child
AUG,3,981560.5,Delaware,3.0564e-06,Overall,"2023-24, Delaware: Overall",All
AUG,3,1053369,Colorado,2.848e-06,50-64 years,"2023-24, Colorado: 50-64 years",Adult
AUG,3,1180543,Tennessee,2.5412e-06,65+ years,"2023-24, Tennessee: 65+ years",Adult
AUG,3,1526214,Indiana,1.9656e-06,6 months to 17 years,"2023-24, Indiana: 6 months to 17 years",Child
AUG,3,1991746,California,1.5062e-06,9-12 years,"2023-24, California: 9-12 years",Child
AUG,3,2056433,North Carolina,1.4588e-06,50-64 years,"2023-24, North Carolina: 50-64 years",Adult
AUG,3,2337214,New York (excluding New York City),1.2836e-06,50-64 years,"2023-24, New York (excluding New York City): 50-64 years",Adult
AUG,3,2437453.5,Georgia,1.2308e-06,6 months to 17 years,"2023-24, Georgia: 6 months to 17 years",Child
AUG,3,2949076.5,Mississippi,1.0173e-06,Overall,"2023-24, Mississippi: Overall",All
AUG,3,3120407,Nevada,9.6141e-07,Overall,"2023-24, Nevada: Overall",All
AUG,3,4391080,New York (excluding New York City),6.832e-07,18-49 years,"2023-24, New York (excluding New York City): 18-49 years",Adult
AUG,3,11627059,Ohio,2.5802e-07,Overall,"2023-24, Ohio: Overall",All
AUG,4,36853,South Dakota,0.0001,2-4 years,"2023-24, South Dakota: 2-4 years",Child
AUG,4,86470,Philadelphia,0,13-17 years,"2023-24, Philadelphia: 13-17 years",Child
AUG,4,242051,Louisiana,0,5-8 years,"2023-24, Louisiana: 5-8 years",Child
AUG,4,328538.5,Philadelphia,0,6 months to 17 years,"2023-24, Philadelphia: 6 months to 17 years",Child
AUG,4,339143,Tennessee,0,9-12 years,"2023-24, Tennessee: 9-12 years",Child
AUG,4,365488,New York (excluding New York City),0,2-4 years,"2023-24, New York (excluding New York City): 2-4 years",Child
AUG,4,377461,Washington,0,5-8 years,"2023-24, Washington: 5-8 years",Child
AUG,4,381593,Utah,0,65+ years,"2023-24, Utah: 65+ years",Adult
AUG,4,389911,New Mexico,0,65+ years,"2023-24, New Mexico: 65+ years",Adult
AUG,4,626171,Illinois,6.388e-06,9-12 years,"2023-24, Illinois: 9-12 years",Child
AUG,4,1089714,Missouri,3.6707e-06,65+ years,"2023-24, Missouri: 65+ years",Adult
AUG,4,1218497,Colorado,3.2827e-06,6 months to 17 years,"2023-24, Colorado: 6 months to 17 years",Child
AUG,4,1661189,Oklahoma,2.4079e-06,18-49 years,"2023-24, Oklahoma: 18-49 years",Adult
AUG,4,2627928,Colorado,1.5221e-06,18-49 years,"2023-24, Colorado: 18-49 years",Adult
AUG,4,3177862.5,Puerto Rico,1.2587e-06,Overall,"2023-24, Puerto Rico: Overall",All
