Vaccine,Geographic Level,Geographic Name,Demographic_Level,Demographic Name,Indicator_label,Indicator_category_label,Month_Week,Week_ending,Estimate,CI_Half_width_95pct,Unweighted Sample Size,suppression_flag
COVID,National,National,Poverty Status,"Above Poverty, Income < $75k",4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2023-12-09,0.3613,6.7431,551,0
COVID,National,National,Poverty Status,"Above Poverty, Income < $75k",4-level vaccination and intent,Vaccinated,December Week 2,2023-12-09,0.0622,0.5463,27119,0
COVID,National,National,Poverty Status,"Above Poverty, Income < $75k",Up-to-date,Yes,December Week 2,2023-12-09,0.0622,0.5463,27119,0
COVID,National,National,Poverty Status,"Above Poverty, Income >= $75k",4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2023-12-09,0.375,5.1366,1300,0
COVID,National,National,Poverty Status,"Above Poverty, Income >= $75k",4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2023-12-09,0.1919,4.2601,1300,0
COVID,National,National,Poverty Status,"Above Poverty, Income >= $75k",4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2023-12-09,0.2988,5.2975,1300,0
COVID,National,National,Poverty Status,"Above Poverty, Income >= $75k",4-level vaccination and intent,Vaccinated,December Week 2,2023-12-09,0.1343,0.5086,62186,0
COVID,National,National,Poverty Status,"Above Poverty, Income >= $75k",Up-to-date,Yes,December Week 2,2023-12-09,0.1343,0.5086,62186,0
COVID,National,National,Poverty Status,Below Poverty,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2023-12-09,0.414,8.9493,252,0
COVID,National,National,Poverty Status,Below Poverty,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2023-12-09,0.2046,7.9959,252,0
COVID,National,National,Poverty Status,Below Poverty,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2023-12-09,0.3204,8.7923,252,0
COVID,National,National,Poverty Status,Below Poverty,4-level vaccination and intent,Vaccinated,December Week 2,2023-12-09,0.0609,0.6852,15572,0
COVID,National,National,Poverty Status,Below Poverty,Up-to-date,Yes,December Week 2,2023-12-09,0.0609,0.6852,15572,0
COVID,National,National,Poverty Status,Poverty Status Unknown,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2023-12-09,0.4063,7.5923,473,0
COVID,National,National,Poverty Status,Poverty Status Unknown,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2023-12-09,0.1778,6.4823,473,0
COVID,National,National,Poverty Status,Poverty Status Unknown,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2023-12-09,0.3229,7.713,473,0
COVID,National,National,Poverty Status,Poverty Status Unknown,4-level vaccination and intent,Vaccinated,December Week 2,2023-12-09,0.0929,1.119,18224,0
COVID,National,National,Poverty Status,Poverty Status Unknown,Up-to-date,Yes,December Week 2,2023-12-09,0.0929,1.119,18224,0
COVID,National,National,Race and Ethnicity,"Black, Non-Hispanic",4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2023-12-09,0.3654,9.4639,213,0
COVID,National,National,Race and Ethnicity,"Black, Non-Hispanic",4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2023-12-09,0.1637,6.9702,213,0
COVID,National,National,Race and Ethnicity,"Black, Non-Hispanic",4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2023-12-09,0.3949,10.3144,213,0
COVID,National,National,Race and Ethnicity,"Black, Non-Hispanic",4-level vaccination and intent,Vaccinated,December Week 2,2023-12-09,0.076,0.7931,11506,0
COVID,National,National,Race and Ethnicity,"Black, Non-Hispanic",Up-to-date,Yes,December Week 2,2023-12-09,0.076,0.7931,11506,0
COVID,National,National,Race and Ethnicity,Hispanic,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2023-12-09,0.2842,6.1222,557,0
COVID,National,National,Race and Ethnicity,Hispanic,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2023-12-09,0.2163,6.1429,557,0
COVID,National,National,Race and Ethnicity,Hispanic,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2023-12-09,0.4211,7.1407,557,0
COVID,National,National,Race and Ethnicity,Hispanic,4-level vaccination and intent,Vaccinated,December Week 2,2023-12-09,0.0784,0.5774,28466,0
COVID,National,National,Race and Ethnicity,Hispanic,Up-to-date,Yes,December Week 2,2023-12-09,0.0784,0.5774,28466,0
COVID,National,National,Race and Ethnicity,"Other, Non-Hispanic",4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2023-12-09,0.3706,8.9106,407,0
COVID,National,National,Race and Ethnicity,"Other, Non-Hispanic",4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2023-12-09,0.2224,9.4489,407,0
COVID,National,National,Race and Ethnicity,"Other, Non-Hispanic",4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2023-12-09,0.2955,7.726,407,0
COVID,National,National,Race and Ethnicity,"Other, Non-Hispanic",4-level vaccination and intent,Vaccinated,December Week 2,2023-12-09,0.1115,0.9625,17622,0
COVID,National,National,Race and Ethnicity,"Other, Non-Hispanic",Up-to-date,Yes,December Week 2,2023-12-09,0.1115,0.9625,17622,0
COVID,National,National,Race and Ethnicity,"White, Non-Hispanic",4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2023-12-09,0.4775,4.8447,1399,0
COVID,National,National,Race and Ethnicity,"White, Non-Hispanic",4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2023-12-09,0.1529,3.4321,1399,0
COVID,National,National,Race and Ethnicity,"White, Non-Hispanic",4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2023-12-09,0.2541,4.4536,1399,0
COVID,National,National,Race and Ethnicity,"White, Non-Hispanic",4-level vaccination and intent,Vaccinated,December Week 2,2023-12-09,0.1155,0.4785,65507,0
COVID,National,National,Race and Ethnicity,"White, Non-Hispanic",Up-to-date,Yes,December Week 2,2023-12-09,0.1155,0.4785,65507,0
COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2023-12-09,0.5734,8.1116,425,0
COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2023-12-09,0.1139,6.0889,425,0
COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2023-12-09,0.256,6.9686,425,0
COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Vaccinated,December Week 2,2023-12-09,0.0566,0.6054,20765,0
COVID,National,National,Urbanicity,Rural (Non-MSA),Up-to-date,Yes,December Week 2,2023-12-09,0.0566,0.6054,20765,0
COVID,National,National,Urbanicity,Suburban (MSA Non-Principal City),4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2023-12-09,0.4163,4.8577,1282,0
COVID,National,National,Urbanicity,Suburban (MSA Non-Principal City),4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2023-12-09,0.1634,3.8606,1282,0
COVID,National,National,Urbanicity,Suburban (MSA Non-Principal City),4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2023-12-09,0.3181,4.9682,1282,0
COVID,National,National,Urbanicity,Suburban (MSA Non-Principal City),4-level vaccination and intent,Vaccinated,December Week 2,2023-12-09,0.1022,0.4974,60235,0
COVID,National,National,Urbanicity,Suburban (MSA Non-Principal City),Up-to-date,Yes,December Week 2,2023-12-09,0.1022,0.4974,60235,0
COVID,National,National,Urbanicity,Urban MSA Principal City,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2023-12-09,0.307,5.2961,869,0
COVID,National,National,Urbanicity,Urban MSA Principal City,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2023-12-09,0.2257,4.8785,869,0
COVID,National,National,Urbanicity,Urban MSA Principal City,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2023-12-09,0.3487,5.6093,869,0
COVID,National,National,Urbanicity,Urban MSA Principal City,4-level vaccination and intent,Vaccinated,December Week 2,2023-12-09,0.1187,0.7091,42101,0
COVID,National,National,Urbanicity,Urban MSA Principal City,Up-to-date,Yes,December Week 2,2023-12-09,0.1187,0.7091,42101,0
COVID,Region,Region 1,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2023-12-09,0.2625,11.2288,161,0
COVID,Region,Region 1,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2023-12-09,0.2113,10.2737,161,0
COVID,Region,Region 1,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2023-12-09,0.3381,13.1849,161,0
COVID,Region,Region 1,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 2,2023-12-09,0.1881,1.3769,10535,0
COVID,Region,Region 1,Overall,6 months-17 years,Up-to-date,Yes,December Week 2,2023-12-09,0.1881,1.3769,10535,0
COVID,Region,Region 10,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2023-12-09,0.487,15.3583,105,0
COVID,Region,Region 10,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2023-12-09,0.2296,15.8174,105,0
COVID,Region,Region 10,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2023-12-09,0.1398,8.7108,105,0
COVID,Region,Region 10,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 2,2023-12-09,0.1435,1.4564,6383,0
COVID,Region,Region 10,Overall,6 months-17 years,Up-to-date,Yes,December Week 2,2023-12-09,0.1435,1.4564,6383,0
COVID,Region,Region 2,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2023-12-09,0.4126,11.3375,144,0
COVID,Region,Region 2,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2023-12-09,0.1344,8.0593,144,0
COVID,Region,Region 2,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2023-12-09,0.3495,11.4247,144,0
COVID,Region,Region 2,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 2,2023-12-09,0.1035,1.0921,7240,0
COVID,Region,Region 2,Overall,6 months-17 years,Up-to-date,Yes,December Week 2,2023-12-09,0.1035,1.0921,7240,0
COVID,Region,Region 3,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2023-12-09,0.318,7.1183,395,0
COVID,Region,Region 3,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2023-12-09,0.1718,5.5022,395,0
COVID,Region,Region 3,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2023-12-09,0.374,7.9859,395,0
COVID,Region,Region 3,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 2,2023-12-09,0.1362,1.8955,19160,0
COVID,Region,Region 3,Overall,6 months-17 years,Up-to-date,Yes,December Week 2,2023-12-09,0.1362,1.8955,19160,0
COVID,Region,Region 4,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2023-12-09,0.4577,8.6766,329,0
COVID,Region,Region 4,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2023-12-09,0.1964,7.6862,329,0
COVID,Region,Region 4,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2023-12-09,0.2832,8.3103,329,0
COVID,Region,Region 4,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 2,2023-12-09,0.0628,0.5938,17780,0
COVID,Region,Region 4,Overall,6 months-17 years,Up-to-date,Yes,December Week 2,2023-12-09,0.0628,0.5938,17780,0
COVID,Region,Region 5,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2023-12-09,0.4323,7.7486,385,0
COVID,Region,Region 5,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2023-12-09,0.1879,6.071,385,0
COVID,Region,Region 5,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2023-12-09,0.2668,6.4088,385,0
COVID,Region,Region 5,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 2,2023-12-09,0.1129,1.135,14400,0
COVID,Region,Region 5,Overall,6 months-17 years,Up-to-date,Yes,December Week 2,2023-12-09,0.1129,1.135,14400,0
COVID,Region,Region 6,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2023-12-09,0.4506,8.5276,432,0
COVID,Region,Region 6,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2023-12-09,0.1994,7.3294,432,0
COVID,Region,Region 6,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2023-12-09,0.2797,7.6543,432,0
COVID,Region,Region 6,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 2,2023-12-09,0.0702,0.5848,19303,0
COVID,Region,Region 6,Overall,6 months-17 years,Up-to-date,Yes,December Week 2,2023-12-09,0.0702,0.5848,19303,0
COVID,Region,Region 7,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2023-12-09,0.4586,12.773,205,0
COVID,Region,Region 7,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2023-12-09,0.077,4.6013,205,0
COVID,Region,Region 7,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2023-12-09,0.3732,12.2895,205,0
COVID,Region,Region 7,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 2,2023-12-09,0.0913,1.0925,7245,0
COVID,Region,Region 7,Overall,6 months-17 years,Up-to-date,Yes,December Week 2,2023-12-09,0.0913,1.0925,7245,0
COVID,Region,Region 8,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2023-12-09,0.4269,10.6404,200,0
COVID,Region,Region 8,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2023-12-09,0.1225,6.5946,200,0
COVID,Region,Region 8,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2023-12-09,0.329,10.7237,200,0
COVID,Region,Region 8,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 2,2023-12-09,0.1216,1.22,10996,0
COVID,Region,Region 8,Overall,6 months-17 years,Up-to-date,Yes,December Week 2,2023-12-09,0.1216,1.22,10996,0
COVID,Region,Region 9,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2023-12-09,0.2698,9.5939,220,0
COVID,Region,Region 9,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2023-12-09,0.1714,7.9199,220,0
